name,price,pioneer,modern,legacy,cEDH,edhPopularity,uuid,colorIdentity,flavorText,isPromo,keywords,manaValue,printings,rarity,subtypes,Legendary,text,types,variations
Deflecting Swat,34.98,0,0,0,0.57,23275,1d7ca17b-7a08-551a-8e25-7aff5c473332,Red,Archmage attacks are little more than annoyances to Kalamax.,FALSE,,3,"C20, CMM",rare,,FALSE,"If you control a commander, you may cast this spell without paying its mana cost.\nYou may choose new targets for target spell or ability.",Instant,
Deflecting Swat,35.13,0,0,0,0.57,23275,6ecd7308-462f-5856-9f92-38b0ecee9034,Red,Archmage attacks are little more than annoyances to Kalamax.,FALSE,,3,"C20, CMM",rare,,FALSE,"If you control a commander, you may cast this spell without paying its mana cost.\nYou may choose new targets for target spell or ability.",Instant,"7e976ebb-95b4-549c-ae59-b16f5d2425d9, 847a524f-2c1c-5573-ad73-8dba2754dff9"
Deflecting Swat,43.93,0,0,0,0.57,23275,847a524f-2c1c-5573-ad73-8dba2754dff9,Red,"""Come to slay the dragon for the good of the kingdom? How terribly predictable.""",FALSE,,3,"C20, CMM",rare,,FALSE,"If you control a commander, you may cast this spell without paying its mana cost.\nYou may choose new targets for target spell or ability.",Instant,"6ecd7308-462f-5856-9f92-38b0ecee9034, 7e976ebb-95b4-549c-ae59-b16f5d2425d9"
Deflecting Swat,52.62,0,0,0,0.57,23275,7e976ebb-95b4-549c-ae59-b16f5d2425d9,Red,Archmage attacks are little more than annoyances to Kalamax.,FALSE,,3,"C20, CMM",rare,,FALSE,"If you control a commander, you may cast this spell without paying its mana cost.\nYou may choose new targets for target spell or ability.",Instant,"6ecd7308-462f-5856-9f92-38b0ecee9034, 847a524f-2c1c-5573-ad73-8dba2754dff9"
Delay,2.16,0,0,0,0.072,22311,a151d467-e706-5423-8a83-67ebfb5ec4e1,Blue,,FALSE,,2,"FUT, PLST, SLD, TSR",uncommon,,FALSE,"Counter target spell. If the spell is countered this way, exile it with three time counters on it instead of putting it into its owner's graveyard. If it doesn't have suspend, it gains suspend. (At the beginning of its owner's upkeep, they remove a time counter. When the last is removed, they may play it without paying its mana cost. If it's a creature, it has haste.)",Instant,
Delay,2.87,0,0,0,0.072,22311,7613c3d3-6972-579a-a332-d8e4874dd229,Blue,,FALSE,,2,"FUT, PLST, SLD, TSR",uncommon,,FALSE,"Counter target spell. If the spell is countered this way, exile it with three time counters on it instead of putting it into its owner's graveyard. If it doesn't have suspend, it gains suspend. (At the beginning of its owner's upkeep, they remove a time counter. When the last is removed, they may play it without paying its mana cost. If it's a creature, it has haste.)",Instant,
Delay,5.64,0,0,0,0.072,22311,d41d9dcf-407c-560b-8463-1d9480ec4507,Blue,"""On a failed save, target creature's speed is halved.""",FALSE,,2,"FUT, PLST, SLD, TSR",rare,,FALSE,"Counter target spell. If the spell is countered this way, exile it with three time counters on it instead of putting it into its owner's graveyard. If it doesn't have suspend, it gains suspend. (At the beginning of its owner's upkeep, they remove a time counter. When the last is removed, they may play it without paying its mana cost. If it's a creature, it has haste.)",Instant,
Delay,2.2,0,0,0,0.072,22313,0e9113b4-b6a1-5564-919e-feb6a4b8198f,Blue,,FALSE,,2,"FUT, PLST, SLD, TSR",uncommon,,FALSE,"Counter target spell. If the spell is countered this way, exile it with three time counters on it instead of putting it into its owner's graveyard. If it doesn't have suspend, it gains suspend. (At the beginning of its owner's upkeep, they remove a time counter. When the last is removed, they may play it without paying its mana cost. If it's a creature, it has haste.)",Instant,
Delighted Halfling,12.11,0,0.1,0.041,0.303,23118,c830ff03-0753-5454-86b9-bb1ac22f8ddd,Green,,TRUE,,1,"LTR, PLTR",rare,"Halfling, Citizen",FALSE,"{T}: Add {C}.\n{T}: Add one mana of any color. Spend this mana only to cast a legendary spell, and that spell can't be countered.",Creature,9d2ecac7-f613-542b-a53a-7b9e3b74999c
Delighted Halfling,12.43,0,0.1,0.041,0.303,23118,777c22a7-9c2b-5204-8952-22eff61e3ab5,Green,"There were toys the Hobbit-children had never seen before, all beautiful, and some obviously magical.",FALSE,,1,"LTR, PLTR",rare,"Halfling, Citizen",FALSE,"{T}: Add {C}.\n{T}: Add one mana of any color. Spend this mana only to cast a legendary spell, and that spell can't be countered.",Creature,"84492551-7c4a-5045-a7f5-adf58ce6e64f, 3b598e5f-d03f-5627-b70a-c2713065737e, 6e9aceff-b50b-558f-b4a6-4c11cb14ec7c, d00a0931-6490-5b6c-892e-afce418a52ea"
Delighted Halfling,12.46,0,0.1,0.041,0.303,23118,84492551-7c4a-5045-a7f5-adf58ce6e64f,Green,"There were toys the Hobbit-children had never seen before, all beautiful, and some obviously magical.",FALSE,,1,"LTR, PLTR",rare,"Halfling, Citizen",FALSE,"{T}: Add {C}.\n{T}: Add one mana of any color. Spend this mana only to cast a legendary spell, and that spell can't be countered.",Creature,"777c22a7-9c2b-5204-8952-22eff61e3ab5, 3b598e5f-d03f-5627-b70a-c2713065737e, 6e9aceff-b50b-558f-b4a6-4c11cb14ec7c, d00a0931-6490-5b6c-892e-afce418a52ea"
Delighted Halfling,12.88,0,0.1,0.041,0.303,23118,9d2ecac7-f613-542b-a53a-7b9e3b74999c,Green,"There were toys the Hobbit-children had never seen before, all beautiful, and some obviously magical.",TRUE,,1,"LTR, PLTR",rare,"Halfling, Citizen",FALSE,"{T}: Add {C}.\n{T}: Add one mana of any color. Spend this mana only to cast a legendary spell, and that spell can't be countered.",Creature,c830ff03-0753-5454-86b9-bb1ac22f8ddd
Delighted Halfling,13.4,0,0.1,0.041,0.303,23118,3b598e5f-d03f-5627-b70a-c2713065737e,Green,,TRUE,,1,"LTR, PLTR",rare,"Halfling, Citizen",FALSE,"{T}: Add {C}.\n{T}: Add one mana of any color. Spend this mana only to cast a legendary spell, and that spell can't be countered.",Creature,"777c22a7-9c2b-5204-8952-22eff61e3ab5, 84492551-7c4a-5045-a7f5-adf58ce6e64f, 6e9aceff-b50b-558f-b4a6-4c11cb14ec7c, d00a0931-6490-5b6c-892e-afce418a52ea"
Delighted Halfling,13.78,0,0.1,0.041,0.303,23118,d00a0931-6490-5b6c-892e-afce418a52ea,Green,"There were toys the Hobbit-children had never seen before, all beautiful, and some obviously magical.",FALSE,,1,"LTR, PLTR",rare,"Halfling, Citizen",FALSE,"{T}: Add {C}.\n{T}: Add one mana of any color. Spend this mana only to cast a legendary spell, and that spell can't be countered.",Creature,"777c22a7-9c2b-5204-8952-22eff61e3ab5, 84492551-7c4a-5045-a7f5-adf58ce6e64f, 3b598e5f-d03f-5627-b70a-c2713065737e, 6e9aceff-b50b-558f-b4a6-4c11cb14ec7c"
Delighted Halfling,15.86,0,0.1,0.041,0.303,23118,6e9aceff-b50b-558f-b4a6-4c11cb14ec7c,Green,"There were toys the Hobbit-children had never seen before, all beautiful, and some obviously magical.",FALSE,,1,"LTR, PLTR",rare,"Halfling, Citizen",FALSE,"{T}: Add {C}.\n{T}: Add one mana of any color. Spend this mana only to cast a legendary spell, and that spell can't be countered.",Creature,"777c22a7-9c2b-5204-8952-22eff61e3ab5, 84492551-7c4a-5045-a7f5-adf58ce6e64f, 3b598e5f-d03f-5627-b70a-c2713065737e, d00a0931-6490-5b6c-892e-afce418a52ea"
"Delney, Streetwise Lookout",13.13,0,0,0,0.08,21046,512b27e6-dcc9-595c-8fce-86adf71d6d9c,White,CHARISMATIC AND WELL CONNECTED. KNOWS THEIR WORTH AND CHARGES ACCORDINGLY.,FALSE,,3,"MKM, PMKM",mythic,"Human, Scout",TRUE,"Creatures you control with power 2 or less can't be blocked by creatures with power 3 or greater.\nIf an ability of a creature you control with power 2 or less triggers, that ability triggers an additional time.",Creature,"d6f664ef-967c-5083-993d-ba7426808d4d, 6ca947fe-9e66-58b1-8f19-7094899acdc5"
"Delney, Streetwise Lookout",13.56,0,0,0,0.08,21046,d6f664ef-967c-5083-993d-ba7426808d4d,White,"""It's not a matter of what I know. It's a matter of making it worth my while to tell you.""",FALSE,,3,"MKM, PMKM",mythic,"Human, Scout",TRUE,"Creatures you control with power 2 or less can't be blocked by creatures with power 3 or greater.\nIf an ability of a creature you control with power 2 or less triggers, that ability triggers an additional time.",Creature,"512b27e6-dcc9-595c-8fce-86adf71d6d9c, 6ca947fe-9e66-58b1-8f19-7094899acdc5"
"Delney, Streetwise Lookout",15.53,0,0,0,0.08,21046,cdc917e5-7290-5e46-a835-2c5a4662ae87,White,"""It's not a matter of what I know. It's a matter of making it worth my while to tell you.""",TRUE,,3,"MKM, PMKM",mythic,"Human, Scout",TRUE,"Creatures you control with power 2 or less can't be blocked by creatures with power 3 or greater.\nIf an ability of a creature you control with power 2 or less triggers, that ability triggers an additional time.",Creature,c3349236-37e1-563b-ac50-f121596b53ce
"Delney, Streetwise Lookout",15.96,0,0,0,0.08,21046,c3349236-37e1-563b-ac50-f121596b53ce,White,"""It's not a matter of what I know. It's a matter of making it worth my while to tell you.""",TRUE,,3,"MKM, PMKM",mythic,"Human, Scout",TRUE,"Creatures you control with power 2 or less can't be blocked by creatures with power 3 or greater.\nIf an ability of a creature you control with power 2 or less triggers, that ability triggers an additional time.",Creature,cdc917e5-7290-5e46-a835-2c5a4662ae87
"Delney, Streetwise Lookout",21.03,0,0,0,0.08,21046,6ca947fe-9e66-58b1-8f19-7094899acdc5,White,CHARISMATIC AND WELL CONNECTED. KNOWS THEIR WORTH AND CHARGES ACCORDINGLY.,FALSE,,3,"MKM, PMKM",mythic,"Human, Scout",TRUE,"Creatures you control with power 2 or less can't be blocked by creatures with power 3 or greater.\nIf an ability of a creature you control with power 2 or less triggers, that ability triggers an additional time.",Creature,"d6f664ef-967c-5083-993d-ba7426808d4d, 512b27e6-dcc9-595c-8fce-86adf71d6d9c"
Demonic Consultation,12.18,0,0,0,0.372,22634,78c65636-9830-51b2-aaa9-f3bd30487c5f,Black,,FALSE,,1,"ICE, MB2, ME2, SLD",uncommon,,FALSE,"Choose a card name. Exile the top six cards of your library, then reveal cards from the top of your library until you reveal a card with the chosen name. Put that card into your hand and exile all other cards revealed this way.",Instant,
Demonic Consultation,36.86,0,0,0,0.372,22634,00f7677f-2110-590b-b350-9ed567872336,Black,,FALSE,,1,"ICE, MB2, ME2, SLD",rare,,FALSE,"Choose a card name. Exile the top six cards of your library, then reveal cards from the top of your library until you reveal a card with the chosen name. Put that card into your hand and exile all other cards revealed this way.",Instant,
Demonic Tutor,32.86,0,0,0,0.57,23334,8cec7c13-5117-56a4-b604-eac3f596ca46,Black,"Liliana learned the secrets she sought, but at a price that was etched on her fate.",FALSE,,2,"2ED, 30A, 3ED, CED, CEI, CMM, DDC, DVD, FBB, G08, J20, LEA, LEB, ME4, PLST, PRM, PUMA, STA, SUM, UMA, VMA",uncommon,,FALSE,"Search your library for a card, put that card into your hand, then shuffle.",Sorcery,e841772f-5a30-5773-829f-bbda51b98165
Demonic Tutor,36.63,0,0,0,0.57,23334,2fd0e94d-f518-5115-b111-62b70f87766a,Black,"Liliana learned the secrets she sought, but at a price that was etched on her fate.",FALSE,,2,"2ED, 30A, 3ED, CED, CEI, CMM, DDC, DVD, FBB, G08, J20, LEA, LEB, ME4, PLST, PRM, PUMA, STA, SUM, UMA, VMA",uncommon,,FALSE,"Search your library for a card, put that card into your hand, then shuffle.",Sorcery,
Demonic Tutor,38.01,0,0,0,0.57,23334,e841772f-5a30-5773-829f-bbda51b98165,Black,Beware the generosity of demons.,FALSE,,2,"2ED, 30A, 3ED, CED, CEI, CMM, DDC, DVD, FBB, G08, J20, LEA, LEB, ME4, PLST, PRM, PUMA, STA, SUM, UMA, VMA",rare,,FALSE,"Search your library for a card, put that card into your hand, then shuffle.",Sorcery,8cec7c13-5117-56a4-b604-eac3f596ca46
Demonic Tutor,38.96,0,0,0,0.57,23334,da8f86f9-f3f4-5ca2-b316-5e6be2acbbea,Black,,FALSE,,2,"2ED, 30A, 3ED, CED, CEI, CMM, DDC, DVD, FBB, G08, J20, LEA, LEB, ME4, PLST, PRM, PUMA, STA, SUM, UMA, VMA",uncommon,,FALSE,"Search your library for a card, put that card into your hand, then shuffle.",Sorcery,
Demonic Tutor,39.75,0,0,0,0.57,23334,638d3af9-f2cf-53a8-a605-372583193b8a,Black,"Liliana learned the secrets she sought, but at a price that was etched on her fate.",FALSE,,2,"2ED, 30A, 3ED, CED, CEI, CMM, DDC, DVD, FBB, G08, J20, LEA, LEB, ME4, PLST, PRM, PUMA, STA, SUM, UMA, VMA",uncommon,,FALSE,"Search your library for a card, put that card into your hand, then shuffle.",Sorcery,
Demonic Tutor,40.35,0,0,0,0.57,23334,d9b5061e-c871-58b4-8393-abf7f6f6b232,Black,Beware the generosity of demons.,FALSE,,2,"2ED, 30A, 3ED, CED, CEI, CMM, DDC, DVD, FBB, G08, J20, LEA, LEB, ME4, PLST, PRM, PUMA, STA, SUM, UMA, VMA",rare,,FALSE,"Search your library for a card, put that card into your hand, then shuffle.",Sorcery,
Demonic Tutor,41.26,0,0,0,0.57,23334,ac58f1a8-27ae-5dd4-9ed6-9aaf145dc8ce,Black,Beware the generosity of demons.,FALSE,,2,"2ED, 30A, 3ED, CED, CEI, CMM, DDC, DVD, FBB, G08, J20, LEA, LEB, ME4, PLST, PRM, PUMA, STA, SUM, UMA, VMA",mythic,,FALSE,"Search your library for a card, put that card into your hand, then shuffle.",Sorcery,"dbebd322-bd7b-5192-aa42-d50e91bc4991, 8e32d80d-dcc3-5bfa-92ee-118b7761a0f6"
Demonic Tutor,41.84,0,0,0,0.57,23334,40110b22-9df4-5301-b448-cb24dc07bf13,Black,,FALSE,,2,"2ED, 30A, 3ED, CED, CEI, CMM, DDC, DVD, FBB, G08, J20, LEA, LEB, ME4, PLST, PRM, PUMA, STA, SUM, UMA, VMA",uncommon,,FALSE,"Search your library for a card, put that card into your hand, then shuffle.",Sorcery,fcfb02a3-987e-5566-8aa5-4f1f063218c8
Demonic Tutor,46.89,0,0,0,0.57,23334,f2aa69f2-db69-5564-8661-d51855c6796a,Black,"""Demons prefer to deal with those who believe themselves too wise to be fooled.""\n—Scroll case inscription",FALSE,,2,"2ED, 30A, 3ED, CED, CEI, CMM, DDC, DVD, FBB, G08, J20, LEA, LEB, ME4, PLST, PRM, PUMA, STA, SUM, UMA, VMA",mythic,,FALSE,"Search your library for a card, put that card into your hand, then shuffle.",Sorcery,b076bded-cee7-5f26-b9d8-3540918f68fa
Demonic Tutor,49.67,0,0,0,0.57,23334,dbebd322-bd7b-5192-aa42-d50e91bc4991,Black,Beware the generosity of demons.,FALSE,,2,"2ED, 30A, 3ED, CED, CEI, CMM, DDC, DVD, FBB, G08, J20, LEA, LEB, ME4, PLST, PRM, PUMA, STA, SUM, UMA, VMA",mythic,,FALSE,"Search your library for a card, put that card into your hand, then shuffle.",Sorcery,"ac58f1a8-27ae-5dd4-9ed6-9aaf145dc8ce, 8e32d80d-dcc3-5bfa-92ee-118b7761a0f6"
Demonic Tutor,56.18,0,0,0,0.57,23334,8e32d80d-dcc3-5bfa-92ee-118b7761a0f6,Black,"""Is the knowledge really forbidden because it is dangerous to you? Or perhaps because it is dangerous to those who seek to control you?""",FALSE,,2,"2ED, 30A, 3ED, CED, CEI, CMM, DDC, DVD, FBB, G08, J20, LEA, LEB, ME4, PLST, PRM, PUMA, STA, SUM, UMA, VMA",mythic,,FALSE,"Search your library for a card, put that card into your hand, then shuffle.",Sorcery,"ac58f1a8-27ae-5dd4-9ed6-9aaf145dc8ce, dbebd322-bd7b-5192-aa42-d50e91bc4991"
Demonic Tutor,71.89,0,0,0,0.57,23334,49953d01-cc4a-5549-928b-759cd2320288,Black,,FALSE,,2,"2ED, 30A, 3ED, CED, CEI, CMM, DDC, DVD, FBB, G08, J20, LEA, LEB, ME4, PLST, PRM, PUMA, STA, SUM, UMA, VMA",uncommon,,FALSE,"Search your library for a card, put that card into your hand, then shuffle.",Sorcery,
Demonic Tutor,89.18,0,0,0,0.57,23334,472128fe-9a86-5b39-83da-4cae61f1d76c,Black,,TRUE,,2,"2ED, 30A, 3ED, CED, CEI, CMM, DDC, DVD, FBB, G08, J20, LEA, LEB, ME4, PLST, PRM, PUMA, STA, SUM, UMA, VMA",mythic,,FALSE,"Search your library for a card, put that card into your hand, then shuffle.",Sorcery,
Demonic Tutor,100.89,0,0,0,0.57,23334,56d2fcd7-44c9-5be7-a414-94d854b3d42c,Black,,FALSE,,2,"2ED, 30A, 3ED, CED, CEI, CMM, DDC, DVD, FBB, G08, J20, LEA, LEB, ME4, PLST, PRM, PUMA, STA, SUM, UMA, VMA",uncommon,,FALSE,"Search your library for a card, put that card into your hand, then shuffle.",Sorcery,
Demonic Tutor,110.77,0,0,0,0.57,23334,b076bded-cee7-5f26-b9d8-3540918f68fa,Black,「悪魔は、自分が賢く、騙されることなどないと信じている者を好む。」 ー巻物入れに刻まれた言葉,FALSE,,2,"2ED, 30A, 3ED, CED, CEI, CMM, DDC, DVD, FBB, G08, J20, LEA, LEB, ME4, PLST, PRM, PUMA, STA, SUM, UMA, VMA",mythic,,FALSE,"Search your library for a card, put that card into your hand, then shuffle.",Sorcery,f2aa69f2-db69-5564-8661-d51855c6796a
Demonic Tutor,137.83,0,0,0,0.57,23334,e519476a-8ab4-53f7-a9e5-5b92f6ab401b,Black,"""Mama says it's my imagination, but I know you'd never lie to me.""",TRUE,,2,"2ED, 30A, 3ED, CED, CEI, CMM, DDC, DVD, FBB, G08, J20, LEA, LEB, ME4, PLST, PRM, PUMA, STA, SUM, UMA, VMA",rare,,FALSE,"Search your library for a card, put that card into your hand, then shuffle.",Sorcery,
Demonic Tutor,299.83,0,0,0,0.57,23334,657d58ca-104f-57a6-9440-88b11a3e2419,Black,,FALSE,,2,"2ED, 30A, 3ED, CED, CEI, CMM, DDC, DVD, FBB, G08, J20, LEA, LEB, ME4, PLST, PRM, PUMA, STA, SUM, UMA, VMA",uncommon,,FALSE,"Search your library for a card, put that card into your hand, then shuffle.",Sorcery,
Demonic Tutor,325.95,0,0,0,0.57,23334,63148e77-a904-572f-9b65-d30f8aeec7c6,Black,,TRUE,,2,"2ED, 30A, 3ED, CED, CEI, CMM, DDC, DVD, FBB, G08, J20, LEA, LEB, ME4, PLST, PRM, PUMA, STA, SUM, UMA, VMA",rare,,FALSE,"Search your library for a card, put that card into your hand, then shuffle.",Sorcery,
Demonic Tutor,934.99,0,0,0,0.57,23334,09ba97e8-43f1-5288-8703-b10f7c1afec9,Black,,FALSE,,2,"2ED, 30A, 3ED, CED, CEI, CMM, DDC, DVD, FBB, G08, J20, LEA, LEB, ME4, PLST, PRM, PUMA, STA, SUM, UMA, VMA",uncommon,,FALSE,"Search your library for a card, put that card into your hand, then shuffle.",Sorcery,
"Derevi, Empyrial Tactician",1.12,0,0,0,0.097,20274,b396897a-1cb3-5665-9b19-cd63fc1f43f0,"Green, Blue, White",,FALSE,Flying,3,"BLC, C13, CMA, CMR, OC13, PRM",mythic,"Bird, Wizard",TRUE,"Flying\nWhen Derevi, Empyrial Tactician enters and whenever a creature you control deals combat damage to a player, you may tap or untap target permanent.\n{1}{G}{W}{U}: Put Derevi onto the battlefield from the command zone.",Creature,
"Derevi, Empyrial Tactician",1.15,0,0,0,0.097,20274,9733dc39-858d-56bf-88cb-79a5cbdabe85,"Green, Blue, White",,FALSE,Flying,3,"BLC, C13, CMA, CMR, OC13, PRM",rare,"Bird, Wizard",TRUE,"Flying\nWhen Derevi, Empyrial Tactician enters and whenever a creature you control deals combat damage to a player, you may tap or untap target permanent.\n{1}{G}{W}{U}: Put Derevi onto the battlefield from the command zone.",Creature,
"Derevi, Empyrial Tactician",5.41,0,0,0,0.097,20274,7346cff6-ee3b-5890-ad75-dc70ba9ad32b,"Green, Blue, White",,FALSE,Flying,3,"BLC, C13, CMA, CMR, OC13, PRM",mythic,"Bird, Wizard",TRUE,"Flying\nWhen Derevi, Empyrial Tactician enters and whenever a creature you control deals combat damage to a player, you may tap or untap target permanent.\n{1}{G}{W}{U}: Put Derevi onto the battlefield from the command zone.",Creature,
"Derevi, Empyrial Tactician",6.81,0,0,0,0.097,20274,6aeb7e28-ff4a-5dfb-8da4-b898c08be82a,"Green, Blue, White",,FALSE,Flying,3,"BLC, C13, CMA, CMR, OC13, PRM",mythic,"Bird, Wizard",TRUE,"Flying\nWhen Derevi, Empyrial Tactician enters and whenever a creature you control deals combat damage to a player, you may tap or untap target permanent.\n{1}{G}{W}{U}: Put Derevi onto the battlefield from the command zone.",Creature,
"Derevi, Empyrial Tactician",13.62,0,0,0,0.097,20274,5b904aea-88f2-50ed-94d5-aec8a784a5a6,"Green, Blue, White",,FALSE,Flying,3,"BLC, C13, CMA, CMR, OC13, PRM",mythic,"Bird, Wizard",TRUE,"Flying\nWhen Derevi, Empyrial Tactician enters and whenever a creature you control deals combat damage to a player, you may tap or untap target permanent.\n{1}{G}{W}{U}: Put Derevi onto the battlefield from the command zone.",Creature,
Desperate Ritual,3.87,0,0.058,0,0,21957,e34d6af7-7a99-5c74-9c2b-e47b29b9896e,Red,,FALSE,Splice,2,"CHK, DDS, MMA, PZ2, UMA",common,Arcane,FALSE,"Add {R}{R}{R}.\nSplice onto Arcane {1}{R} (As you cast an Arcane spell, you may reveal this card from your hand and pay its splice cost. If you do, add this card's effects to that spell.)",Instant,
Desperate Ritual,3.97,0,0.058,0,0,21957,d516086b-7978-5edc-b38e-b018a1736d81,Red,,FALSE,Splice,2,"CHK, DDS, MMA, PZ2, UMA",uncommon,Arcane,FALSE,"Add {R}{R}{R}.\nSplice onto Arcane {1}{R} (As you cast an Arcane spell, you may reveal this card from your hand and pay its splice cost. If you do, add this card's effects to that spell.)",Instant,
Desperate Ritual,4.31,0,0.058,0,0,21957,483422f6-0ddf-5e40-adb7-4407d53d3e4d,Red,,FALSE,Splice,2,"CHK, DDS, MMA, PZ2, UMA",uncommon,Arcane,FALSE,"Add {R}{R}{R}.\nSplice onto Arcane {1}{R} (As you cast an Arcane spell, you may reveal this card from your hand and pay its splice cost. If you do, add this card's effects to that spell.)",Instant,
Desperate Ritual,4.44,0,0.058,0,0,21957,4117174d-c04d-5d5f-b9b9-7890e884c11a,Red,,FALSE,Splice,2,"CHK, DDS, MMA, PZ2, UMA",uncommon,Arcane,FALSE,"Add {R}{R}{R}.\nSplice onto Arcane {1}{R} (As you cast an Arcane spell, you may reveal this card from your hand and pay its splice cost. If you do, add this card's effects to that spell.)",Instant,
Detective's Phoenix,0.74,0,0.012,0,0,8402,0dd8b58f-2904-5958-9496-299d1d9a83fb,Red,,TRUE,"Bestow, Collect evidence, Flying, Haste",3,"MH3, PMH3",rare,Phoenix,FALSE,"Bestow—{R}, Collect evidence 6. (To pay this bestow cost, pay {R} and exile cards with total mana value 6 or greater from your graveyard.)\nFlying, haste\nEnchanted creature gets +2/+2 and has flying and haste.\nYou may cast Detective's Phoenix from your graveyard using its bestow ability.","Enchantment, Creature",
Detective's Phoenix,0.87,0,0.012,0,0,8402,f733d252-2706-5ca9-b205-157041808c75,Red,,FALSE,"Bestow, Collect evidence, Flying, Haste",3,"MH3, PMH3",rare,Phoenix,FALSE,"Bestow—{R}, Collect evidence 6. (To pay this bestow cost, pay {R} and exile cards with total mana value 6 or greater from your graveyard.)\nFlying, haste\nEnchanted creature gets +2/+2 and has flying and haste.\nYou may cast Detective's Phoenix from your graveyard using its bestow ability.","Enchantment, Creature",7e964ff6-860c-58c5-8df0-561c15e96b95
Detective's Phoenix,1.41,0,0.012,0,0,8402,7e964ff6-860c-58c5-8df0-561c15e96b95,Red,,FALSE,"Bestow, Collect evidence, Flying, Haste",3,"MH3, PMH3",rare,Phoenix,FALSE,"Bestow—{R}, Collect evidence 6. (To pay this bestow cost, pay {R} and exile cards with total mana value 6 or greater from your graveyard.)\nFlying, haste\nEnchanted creature gets +2/+2 and has flying and haste.\nYou may cast Detective's Phoenix from your graveyard using its bestow ability.","Enchantment, Creature",f733d252-2706-5ca9-b205-157041808c75
Devourer of Destiny,2.57,0,0.118,0.082,0,12832,410b91e9-36e3-590c-bfe7-10cc8c74e72e,Colorless,,FALSE,,7,"MH3, PMH3",rare,Eldrazi,FALSE,"You may reveal this card from your opening hand. If you do, at the beginning of your first upkeep, look at the top four cards of your library. You may put one of those cards back on top of your library. Exile the rest.\nWhen you cast this spell, exile target permanent that's one or more colors.",Creature,
Devourer of Destiny,5.81,0,0.118,0.082,0,12832,a85ef1bc-5fa1-5268-a45c-f2146030249c,Colorless,,TRUE,,7,"MH3, PMH3",rare,Eldrazi,FALSE,"You may reveal this card from your opening hand. If you do, at the beginning of your first upkeep, look at the top four cards of your library. You may put one of those cards back on top of your library. Exile the rest.\nWhen you cast this spell, exile target permanent that's one or more colors.",Creature,
Diabolic Intent,9.52,0,0,0,0.344,23145,ebc2aef3-92b1-599c-be04-21e291fa06a7,Black,Gix pierced his disciples' minds and savored their experiences as he took in their knowledge.,TRUE,,2,"BBD, BRO, LTC, MP2, PBRO, PLS, PRM",rare,,FALSE,"As an additional cost to cast this spell, sacrifice a creature.\nSearch your library for a card, put that card into your hand, then shuffle.",Sorcery,ce427f14-1551-5392-89fd-6d0017e1eaff
Diabolic Intent,10.45,0,0,0,0.344,23145,e54be92e-5052-5a31-874c-4224fc5e9e1c,Black,,FALSE,,2,"BBD, BRO, LTC, MP2, PBRO, PLS, PRM",rare,,FALSE,"As an additional cost to cast this spell, sacrifice a creature.\nSearch your library for a card, put that card into your hand, then shuffle.",Sorcery,7c7b5d32-5d02-54d8-bd2d-14617045d866
Diabolic Intent,10.91,0,0,0,0.344,23145,7c7b5d32-5d02-54d8-bd2d-14617045d866,Black,Gix pierced his disciples' minds and savored their experiences as he took in their knowledge.,FALSE,,2,"BBD, BRO, LTC, MP2, PBRO, PLS, PRM",rare,,FALSE,"As an additional cost to cast this spell, sacrifice a creature.\nSearch your library for a card, put that card into your hand, then shuffle.",Sorcery,e54be92e-5052-5a31-874c-4224fc5e9e1c
Diabolic Intent,11.5,0,0,0,0.344,23145,96d64911-a250-5e06-ac7f-f69e69911a3e,Black,,FALSE,,2,"BBD, BRO, LTC, MP2, PBRO, PLS, PRM",rare,,FALSE,"As an additional cost to cast this spell, sacrifice a creature.\nSearch your library for a card, put that card into your hand, then shuffle.",Sorcery,
Diabolic Intent,14.41,0,0,0,0.344,23145,ce427f14-1551-5392-89fd-6d0017e1eaff,Black,Gix pierced his disciples' minds and savored their experiences as he took in their knowledge.,TRUE,,2,"BBD, BRO, LTC, MP2, PBRO, PLS, PRM",rare,,FALSE,"As an additional cost to cast this spell, sacrifice a creature.\nSearch your library for a card, put that card into your hand, then shuffle.",Sorcery,ebc2aef3-92b1-599c-be04-21e291fa06a7
Diabolic Intent,17.05,0,0,0,0.344,23145,dbc1f65a-6a48-5f9f-a63d-9af50294a31e,Black,,FALSE,,2,"BBD, BRO, LTC, MP2, PBRO, PLS, PRM",rare,,FALSE,"As an additional cost to cast this spell, sacrifice a creature.\nSearch your library for a card, put that card into your hand, then shuffle.",Sorcery,
Diabolic Intent,33.07,0,0,0,0.344,23145,301750e0-2734-531a-a5f2-cc9ab236c87f,Black,"""Alas for Saruman! The palantir was his downfall, I now perceive. Perilous to us all are the devices of an art deeper than we possess ourselves.""\n—Gandalf",FALSE,,2,"BBD, BRO, LTC, MP2, PBRO, PLS, PRM",mythic,,FALSE,"As an additional cost to cast this spell, sacrifice a creature.\nSearch your library for a card, put that card into your hand, then shuffle.",Sorcery,
Diabolic Intent,83.79,0,0,0,0.344,23145,14415449-260f-59d3-b129-a4f62e9acff4,Black,,FALSE,,2,"BBD, BRO, LTC, MP2, PBRO, PLS, PRM",special,,FALSE,"As an additional cost to cast this spell, sacrifice a creature.\nSearch your library for a card, put that card into your hand, then shuffle.",Sorcery,
